Front,Back,vocab?,deckName,noteId,modelName,tags,Audio,Description,English Audio,Image,Image to Thai name card,Literal,Mnemonic,Notes,Phrase No.,Picture,Region,Thai Audio,Thai audio
"""ภาษาอังกฤษแปลว่าอะไรครับ""",“What does it mean in English?”,FALSE,Thai::~phrases,1666521337244,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep004,[sound:4c.mp3],,,,,,,,,,,,
"""ภาษาไทยพูดว่ายังไงครับ""",“How do you say that in Thai?”,FALSE,Thai::~phrases,1666521394769,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep004,[sound:4d.mp3],,,,,,,,,,,,
"""พูดอย่างนี้ใช่ไหมครับ""","“This is how you say it, right?” / “Is this correct?”",FALSE,Thai::~phrases,1666521440795,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep004,[sound:4z.mp3],,,,,,,,,,,,
"""พูดอย่างนี้ได้ไหมครับ""","""Can I say it this way?""/""Is this sentence okay?"" ",FALSE,Thai::~phrases,1666521487152,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep004,[sound:4z-1c182f49659fc8e39075c2d29674a84180a7943d.mp3],,,,,,,,,,,,
"""คำนี้ใช้ยังไงครับ""",“How do you use this word?”,FALSE,Thai::~phrases,1666521532114,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep004,[sound:4z-db855e716d1e878ab9bb440bfb88724b06da6350.mp3],,,,,,,,,,,,
"""เขียนให้หน่อยได้ไหมครับ""",“Can you write that down for me please?”,FALSE,Thai::~phrases,1666521575608,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep004,[sound:z.mp3],,,,,,,,,,,,
"""ช่วยพูดภาษาไทยกับผมเยอะ ๆ นะครับ""",“Please speak Thai to me frequently.” “Please speak a lot of Thai to me”,FALSE,Thai::~phrases,1666521639450,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep004,[sound:4a-348bfea17702cff54c0bac3efb89d0104af5ad0b.mp3],,,,,,,,,,,,
"""คำว่า … ใช้ยังไง""",“How do you use the word …?”,FALSE,Thai::~phrases,1667375268043,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep004,[sound:4a-a5f234489062195887ef1c60df70084f2b32e990.mp3],,,,,,,,,,,,
ขี้เหนียว,miser (sticky shit) ,TRUE,Thai::vocab,1667797787575,Basic (+Audio),Thai::my-vocab,[sound:hypertts-0702e43c50bdb19e31990e0e987e0a00af77b40e37676e51ef7ac925.mp3],,,,,,,,,,,,
ความกตัญญู,gratitude ,TRUE,Thai::vocab,1667798119777,Basic (+Audio),Thai::my-vocab,[sound:hypertts-a5648410d279c20e6c7131dbf6549c184f63569426502f6dbf8b765f.mp3],,,,,,,,,,,,
กตัญญู,<div>[to] be grateful; oblige</div>,TRUE,Thai::vocab,1667798150632,Basic (+Audio),Thai::my-vocab,[sound:hypertts-cb8a2463b237248ffac403ddb9effb01939f778e88a8b4e9979b9054.mp3],,,,,,,,,,,,
สำนึกบุญคุณ,be grateful,TRUE,Thai::vocab,1667798192127,Basic (+Audio),Thai::my-vocab,[sound:hypertts-145620478f7d4d5345a06240c5cbe49bb00e3b4fd394ec7163b4d506.mp3],,,,,,,,,,,,
น้ำใจ,kindness,TRUE,Thai::vocab,1667799871479,Basic (+Audio),Thai::my-vocab,[sound:hypertts-971a7d9d86968cec8ab6a7eed17bfba030f478003c4c63c2af295c47.mp3],,,,,,,,,,,,
"""อาหารจานนั้นน่ากินมาก""",That dish looks delicious.,FALSE,Thai::~phrases,1667835473756,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep021,[sound:hypertts-321d53b9a0d1cc2636a0cef43f6973f15c8d49afb8a71dcc5f2a1d47.mp3],,,,,,,,,,,,
"""เขาเป็นคนน่ารัก""",“He/she is loveable.”,FALSE,Thai::~phrases,1667835666702,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep021,[sound:hypertts-12800c46e1ee4b0c3688ffc9301a2a6bca1e4107475f62442175863d.mp3],,,,,,,,,,,,
จนถึง,until/to (end of time period),TRUE,Thai::vocab,1668236135385,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-12873ecdc83c798abd419b1e094c4004aab742e5096f13c83c4d6ec9.mp3],,,,,,,,,,,,
ของ,"of / for<br>
things; stuff; possessions",TRUE,Thai::vocab,1668236395184,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-6ce3a5760c6d1f01bbc855d7948691b29d1bbdfbce5297cc865c0fa9.mp3],,,,,,,,,,,,
"""เดือนละครั้ง""",once a month,FALSE,Thai::~phrases,1668236757078,Basic (+Audio),~You-too-can-learn-Thai,[sound:hypertts-2f49dc8559ebc44771d63123983af2027d87be024114e63f98c916a3.mp3],,,,,,,,,,,,
ไวน์แดงสักแก้ว,Glass of red wine,TRUE,Thai::vocab,1668278863372,Basic (+Audio),Thai::my-vocab,[sound:hypertts-69105c5f266b88564a183704308223e713fc48dedd5034bc0edf5944.mp3],,,,,,,,,,,,
ใช้,use,TRUE,Thai::vocab,1668843402087,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep031,[sound:hypertts-ed659e1a6ccbf615881a3a523118635eb22b2c647a2d22545a95f1d1.mp3],,,,,,,,,,,,
มีความสุข,happy,TRUE,Thai::vocab,1668844062897,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep031,[sound:hypertts-d04318648431dd5772f7e4c39b03801eeefe588550173c710eb22db3.mp3],,,,,,,,,,,,
ดีใจ,"glad, happy, delighted, pleased",TRUE,Thai::vocab,1668844152833,Basic (+Audio),leech ~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep031,[sound:hypertts-d58b0a0b5476db6dedf6ec12c2fb2c150016022e459309b3017b580f.mp3],,,,,,,,,,,,
"""ผมดีใจที่ได้เจอเพื่อน""",“I’m happy that I got to meet my friend.”,FALSE,Thai::~phrases,1668844316524,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep031,[sound:hypertts-6f287ee0293fbf773c65d517698e13ae71da70d078548f6624b2ccea.mp3],,,,,,,,,,,,
เสียใจ,sad,TRUE,Thai::vocab,1668844489749,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep031,[sound:hypertts-7048149d21f99bdb72c3e86e0503fc79d41c3b114d8f3111fe177787.mp3],,,,,,,,,,,,
"""ผมเสียใจที่ไม่ได้เจอเพื่อน""","<b><div><span style=""font-weight: 400;"">“I’m sad that I didn’t get to meet my friend.”</span></div></b>",FALSE,Thai::~phrases,1668844624392,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep031,[sound:hypertts-d1810bfb8ccbccfc1f16b6d4344ff4fad77f1d9ef4dc6c335e122893.mp3],,,,,,,,,,,,
น้อยใจ,[to be] offended; upset; sensitive (due to criticism or a lack of attention) ,TRUE,Thai::vocab,1668844875848,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep031,[sound:hypertts-69e012698e657aefe24b46a4d6e8532929f2821de429d155aa9b03b9.mp3],,,,,,,,,,,,
ลืม,forget,TRUE,Thai::vocab,1668845000514,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep031,[sound:hypertts-fb07c9e7ad744ce1236cf8e70915393c17a509ee59d6f0054a520cf2.mp3],,,,,,,,,,,,
สบายใจ,"<b><div><span style=""font-weight: 400;"">“comfortable; relieved; not worrying”</span><br></div></b><br>relaxed ",TRUE,Thai::vocab,1668845085290,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep031,[sound:hypertts-e972cc5beb3ff9cd881980fc8dc17e3e1c44000173e13c54595c3ac6.mp3],,,,,,,,,,,,
กลัว,"<div><span style=""font-weight: 400;"">afraid / scared</span><br></div>",TRUE,Thai::vocab,1668845804736,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep031,[sound:hypertts-7481aeb96efcf263263113ebe4b9bf1d87d58561e9e4e5e8a533e6c2.mp3],,,,,,,,,,,,
"""กลัวผี""",afraid of ghosts,FALSE,Thai::~phrases,1668845905834,Basic reversed (+Audio),Thai::my-phrase,[sound:hypertts-029b6e79872002882de80cbee52f4ca39ad6e4cd4b87d57c78db396e.mp3],,,,,,,,,,,,
ตื่นเต้น,excited / anxious / nervous,TRUE,Thai::vocab,1668846048588,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep031,[sound:hypertts-8bd0b17ad48403ea8885d7a732979c451aa628266f5a07203fee88e9.mp3],,,,,,,,,,,,
ชาติ,1. nation<br>2. incarnation,TRUE,Thai::vocab,1669093838440,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-0d9605c16276250153ea971ec9a769093f6e871ab60aaf8f86daed94.mp3],,,,,,,,,,,,
ทีหลัง,after / later,TRUE,Thai::vocab,1669093982276,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep019,[sound:hypertts-a48fc2320d7ebf6fb5bb4ad8921918f358c2368928962e7774b973f5.mp3],,,,,,,,,,,,
ห่อ,wrap,TRUE,Thai::vocab,1669095828126,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-4bc8fad39c20c9dbc7e8c2ed6bf91b8379e05549ce222b96fe4233db.mp3],,,,,,,,,,,,
นึก,think,TRUE,Thai::vocab,1669188843168,Basic (+Audio),Thai::my-vocab,[sound:hypertts-907eb08cc5aa08f75c93d7fa717946a9d691370d7bcadd96e1dcedeb.mp3],,,,,,,,,,,,
"""ขอแลกคูปอง 100 บาทครับ""",I would like to buy (exchange) 100 baht of coupons,FALSE,Thai::~phrases,1669453593313,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep019,[sound:19a-10247ee392000ee075e2cc6aa2800ef6701ac005.mp3],,,,,,,,,,,,
แลกคืน,"to refund, redeem ",TRUE,Thai::vocab,1669453638796,Basic (+Audio),leech ~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep019,[sound:hypertts-eb114d9d0ae10b70b2120e29ebbf6147cc6b96d1376d147c2acbd146.mp3],,,,,,,,,,,,
"""ขอแลกคืน (คูปอง) ครับ""","<b><div><span style=""font-weight: 400;"">“Can I refund (the coupons)?”</span></div></b> (I'd like to refund the coupons) ",FALSE,Thai::~phrases,1669453704404,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep019,[sound:19a-20c6ccb37da67b4de62012a3882ada5619392823.mp3],,,,,,,,,,,,
"""คูปองนี้แลกคืนได้ไหม""",“Can this coupon be refunded?”,FALSE,Thai::~phrases,1669453762800,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep019,[sound:19a-34f98eb68e817ba50ed6fab6626af10f65b0b9ea.mp3],,,,,,,,,,,,
"""จานละเท่าไหร่""",“How much is it per plate?”,FALSE,Thai::~phrases,1669453904675,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep019,[sound:19a-e7f243f5c85c1325307e10132122b97b24a037d3.mp3],,,,,,,,,,,,
"""ชามละเท่าไหร่""",“How much is it per bowl?”,FALSE,Thai::~phrases,1669453930582,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep019,[sound:19a-dfc36dad6271e6e126e2d4ab348ef344fef74d2e.mp3],,,,,,,,,,,,
ราคา,price,TRUE,Thai::vocab,1669454081642,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep019,[sound:hypertts-f61c2c11c51dbedcc8e69736e3db10b432fe0b34dbeaf41f6d92e350.mp3],,,,,,,,,,,,
"""ข้าวไข่เจียวราคาเท่าไหร่""","<b><div><span style=""font-weight: 400;"">“How much is the omelet on rice?”</span><br></div></b>",FALSE,Thai::~phrases,1669454159810,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep019,[sound:19a-de11563bf463ed97e282856b3a01da4c17d93177.mp3],,,,,,,,,,,,
"""เอาข้าวไข่เจียวหนึ่งจาน""","<b><div><span style=""font-weight: 400;"">“One omelet on rice please.”</span><br></div></b>",FALSE,Thai::~phrases,1669454208081,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep019,[sound:19a-0810bc2abf23cd89c7d920aab26bf2c648ac0956.mp3],,,,,,,,,,,,
"""จ่ายตอนนี้หรือว่าจ่ายทีหลัง""","<b><div><span style=""font-weight: 400;"">“Do I pay now or later?”</span><br></div></b>",FALSE,Thai::~phrases,1669454337429,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep019,[sound:19a-a4aabad01c2e1dd16b563b4a1fa51b0772fd3a64.mp3],,,,,,,,,,,,
"""เหลือเงินกี่บาท""","<b><div><span style=""font-weight: 400;"">“How much money do I still have?” “How much is left?”</span><br></div></b>",FALSE,Thai::~phrases,1669454511911,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep019,[sound:19a-72a71a8a742f7dfe1f3e0af73f70437bdb9eb887.mp3],,,,,,,,,,,,
ทำบุญ,"give alms, do merit",TRUE,Thai::vocab,1669532771437,Basic (+Audio),Thai::my-vocab,[sound:hypertts-c497bbba35101b7785cdcb2998911de77c3a4c5ed30a5d77e67ae4d8.mp3],,,,,,,,,,,,
หนุ่ม,young / youth,TRUE,Thai::vocab,1669698763966,Basic (+Audio),Thai::my-vocab,[sound:hypertts-8826834cc62e30259985befb2c05362d296d508a551ab498f2654e0a.mp3],,,,,,,,,,,,
นักเรียน,student,TRUE,Thai::vocab,1669824104397,Basic (+Audio),Thai::my-vocab,[sound:hypertts-e7b23076832135b6a00b95e0d3558f2521909e6917e05d847b82a1c2.mp3],,,,,,,,,,,,
เรื่อย,constantly,TRUE,Thai::vocab,1670047349819,Basic (+Audio),Thai::my-vocab,[sound:hypertts-01ef1a3d058b51897b9b84e73d660a3ded01fe04bacac33e7c0044ef.mp3],,,,,,,,,,,,
"""เก็บเงินด้วย""","The check, please.",FALSE,Thai::~phrases,1670221610298,Basic reversed (+Audio),Thai::my-phrase,[sound:hypertts-fc28845116ec1a1d681a48b5c7e6be01aaf085c4af2ef3f4f8026035.mp3],,,,,,,,,,,,
สนามบิน,airport,TRUE,Thai::vocab,1670676331429,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-7e4f07f4918f15f127408184719ce86ff634272900f389d707a0f9da.mp3],,,,,,,,,,,,
แกงนอกหม้อ,"Mixed Clear Shrimp Soup with Salted Fish, Shrimp, Cucumber, Mango and Pickled Garlic",FALSE,Thai::~~food::dishes,1670740421499,Thai Food,Thai::dish,,"<div><em>Gaaeng naawk maaw</em>&nbsp;is a light and refreshing soup served at room temperature. The ingredients are meticulously sliced as if for a salad, placed in a serving bowl, and covered with a salty and naturally sweet shrimp broth. At the table, diners can adjust the soup to their preferred flavor profile using granulated sugar, lime juice, or pickled garlic brine; hence the name –<em>&nbsp;gaaeng naawk maaw</em>&nbsp;– which literally means “a curry dish outside the pot” or “to cook curry outside the pot”.&nbsp; (Note: The word&nbsp;<em>gaaeng</em>&nbsp;(แกง) in Thai is both a verb and a noun).</div>",,"<img src=""gaaeng-nork-mor-00-1200x800-1-1024x683.jpg"">",,,,,,,,,[sound:hypertts-debebe1b1627b896117d33f08ebb8f33a7503b39aec727d402e40697.mp3]
เดียว,single / solo / sole,TRUE,Thai::vocab,1670746179801,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-bb8cca830b1ca780c8ab2070dc6342b0542e1071ea4f17b99eb3ebf1.mp3],,,,,,,,,,,,
วัด,temple,TRUE,Thai::vocab,1670784455709,Basic (+Audio),Thai::my-vocab,[sound:hypertts-75b5af9d9ae1e1f3783911e086357463d0a90ae91705d9c1c7e9d08f.mp3],,,,,,,,,,,,
พร,blessing,TRUE,Thai::vocab,1670785316072,Basic (+Audio),Thai::my-vocab,[sound:hypertts-b663c1559495c61bb20098d629078f7d4036d1f8151b7f7a4b39b068.mp3],,,,,,,,,,,,
เวลา,time,TRUE,Thai::vocab,1670823036132,Basic (+Audio),Thai::my-vocab,[sound:hypertts-29f0d65b0850b7003488505b68a635051d6db568d26767e9bc5e5cc2.mp3],,,,,,,,,,,,
พอ,enough / sufficiently / suffice ,TRUE,Thai::vocab,1671184655178,Basic (+Audio),Thai::my-vocab,[sound:hypertts-63ddc999888313993709632e76b735bac24f22daa300aecaf4ed8ac4.mp3],,,,,,,,,,,,
หม้อ,pot,TRUE,Thai::vocab,1671185644152,Basic (+Audio),Thai::my-vocab,[sound:hypertts-e4aeb7c1388355cee30ee5c15f8f278e1fd5de18b4277707ebcfaa5a.mp3],,,,,,,,,,,,
ขาออก,departure,TRUE,Thai::vocab,1671254962673,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-f11b68298a2664d3cf8c3dbe0c05e84f4f81f38e300898e5f915cc9c.mp3],,,,,,,,,,,,
ครึ่ง,half,TRUE,Thai::vocab,1671256909595,Basic (+Audio),Thai::my-vocab,[sound:hypertts-cd6fa26b63b3f39ce460af6841f37d80f028b6de806a7950001b793f.mp3],,,,,,,,,,,,
ผิด,wrong ,TRUE,Thai::vocab,1671520366468,Basic (+Audio),Thai::my-vocab,[sound:hypertts-6fa7dba97d0aeae42886123556b04dc6ef0bffd2c49c81e7b9d162ee.mp3],,,,,,,,,,,,
พยายาม,[to] try; <br><br>endeavour; <br><br>attempt,TRUE,Thai::vocab,1671692345233,Basic (+Audio),Thai::my-vocab,[sound:hypertts-0b1bea15ecff9f372acc29b63ac3c9320b39deba8848bcf2128d3fee.mp3],,,,,,,,,,,,
ยิ่ง,more / much / the greatest ,TRUE,Thai::vocab,1671786624222,Basic (+Audio),Thai::my-vocab,[sound:hypertts-90035fd0a1f96fa0ad64117d827dc744b970f294322c596990e06e1c.mp3],,,,,,,,,,,,
"""ผมอายุ 56 ปี""",I am 56 years old ,FALSE,Thai::~phrases,1671879637572,Basic reversed (+Audio),Thai::my-phrase,[sound:hypertts-c0ee1f6894a43ac95d30f0cbc5aee514d940033c76486ad1e82baace.mp3],,,,,,,,,,,,
โกง,cheat,TRUE,Thai::vocab,1672120871557,Basic (+Audio),Thai::my-vocab,[sound:hypertts-1b3667d3ea88ed30e977ca0eb5de61ac6e40b196367f51603832e674.mp3],,,,,,,,,,,,
รวมหัว,join together / conspire ,TRUE,Thai::vocab,1672120961404,Basic (+Audio),Thai::my-vocab,[sound:hypertts-a4809ab2061589104883b23b7f87928962fe226f5ad359e25c9bacc8.mp3],,,,,,,,,,,,
คืน,night<br><br>[to] return; restore,TRUE,Thai::vocab,1672293313047,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-081317e8a9a56bfe8402ba0253da2c8d577b792ccd537f135efb6e01.mp3],,,,,,,,,,,,
ออส่วน,fried oysters,FALSE,Thai::~~food::dishes,1672300715258,Thai Food,Thai::dish,,Fried oysters with eggs in a gravy sauce. Can range from crispy to runny.,,"<img src=""img8248229481188936702.jpg"">",,,,,,,,,[sound:hypertts-940533bf08777a0a63be36f857ee389a7beec5689d8a4cffb1ab2e8c.mp3]
หอยทอด,pan-fried mussel fritters,FALSE,Thai::~~food::dishes,1672300827189,Thai Food,Thai::dish,,,,"<img src=""paste-4773cc62fa3344eccc94b799b28365e609783a51.jpg"">",,,,,,,,,[sound:hypertts-56b4819c28ba276623a15a32360c38392b67c8937ce9fc07fcb45eef.mp3]
หูเบา,credulous,TRUE,Thai::vocab,1672409270505,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-dd8d6b02dee2419aa8da439a49b9698bd507473c472e22f72635ac40.mp3],,,,,,,,,,,,
เบา,"lite, lightweight<br><br>gentle (e.g. wind, tap)<br><br>unaspirated (in linguistics)<br><br>soft (in sound)<br><br>featherweight (light)<br><br>quiet (light sound)<br><br>light (not heavy)<br><br>mild (soft)",TRUE,Thai::vocab,1672409319391,Basic (+Audio),Thai::my-vocab,[sound:hypertts-f4330adfe1b8b19c4b93287b07439f62a3610026e05f3904715b2401.mp3],,,,,,,,,,,,
เจ้าของ,owner ,TRUE,Thai::vocab,1672469857100,Basic (+Audio),Thai::my-vocab,[sound:hypertts-29381c2b5a2297fabdbaf1861392fa143cd043db60b4031875d813dc.mp3],,,,,,,,,,,,
"""ขอเผ็ด ๆ นะครับ""",Please make the food spicy-hot,FALSE,Thai::~phrases,1672479046763,Basic (+Audio),Thai::my-phrase,[sound:P196829.mp3],,,,,,,,,,,,
"""ขอใช้ห้องน้ำหน่อยได้ไหมครับ""","""May I use the restroom, please?""",FALSE,Thai::~phrases,1672479510850,Basic (+Audio),Thai::my-phrase,[sound:P208558.mp3],,,,,,,,,,,,
"""จะไปหรือว่าไม่ไปก็ได้""",It is fine whether you go or not. / I am fine whether you go or not. / You can choose whether to go or not,FALSE,Thai::~phrases,1672481744665,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep024,[sound:hypertts-329b3d8b8aee412445d382badc94365c2b4e4e38a15e98f1b8050b23.mp3],,,,,,,,,,,,
"""เขาอยากไปเชียงใหม่แต่ว่าผมอยากไปภูเก็ต""","He/she wants to go to Chiang Mai, but I want to go to Phuket.",FALSE,Thai::~phrases,1672482391710,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep024,[sound:hypertts-de1ca676f485b7752191b65a67ddfec8aebc99e86a3c16b5088c437e.mp3],,,,,,,,,,,,
"""ว่าแต่ / ว่าแต่ว่า""",by the way,FALSE,Thai::~phrases,1672482513112,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep024,[sound:hypertts-e7d719e3db1aca99961e51721a00885dcdabbeb054ba5548f4ba3181.mp3],,,,,,,,,,,,
"""มีอาหารอะไรแนะนำไหม""","""What do you recommend? [asked to a waiter in a restaurant]""",FALSE,Thai::~phrases,1672483916773,Basic reversed (+Audio),leech Thai::my-phrase,[sound:hypertts-164106f23d9defc37c68fbc81578501d5d4b23ebc8df30db43dc7a45.mp3],,,,,,,,,,,,
"""ที่ร้านมีเมนูเด็ดอะไรบ้าง""",What specialties do you have on the menu?,FALSE,Thai::~phrases,1672483956750,Basic reversed (+Audio),Thai::my-phrase,[sound:hypertts-e2036a61580b4749937e76a2384f511b18236e1b8d72735ff87dd0d6.mp3],,,,,,,,,,,,
"""เดี๋ยวสั่งอาหารเลยนะ""","""We are ready to order now.""",FALSE,Thai::~phrases,1672484140843,Basic reversed (+Audio),leech Thai::my-phrase,[sound:hypertts-10247a1dea66ab13f7897a41fc533ddafcc9f04c356bfedb31fe1981.mp3],,,,,,,,,,,,
"""ช่วยเอาบิลมาให้ผมด้วยครับ""","""Please bring me the bill.""",FALSE,Thai::~phrases,1672484260167,Basic (+Audio),Thai::my-phrase,[sound:P196631.mp3],,,,,,,,,,,,
"""ผมอยากได้อาหารแบบนั้น""","""I would like the same dish.""",FALSE,Thai::~phrases,1672484404797,Basic reversed (+Audio),leech Thai::my-phrase,[sound:hypertts-e6a036f86de089433e78fbdb179aec948321027d968d3693aefbd084.mp3],,,,,,,,,,,,
"""เก็บตังค์ด้วย""","""Check, please.""",FALSE,Thai::~phrases,1672484539580,Basic (+Audio) & reversed,~Essential-Thai,[sound:P196952.mp3],,,,,,,,,,,,
นวด,massage,TRUE,Thai::vocab,1672911115144,Basic (+Audio),Thai::my-vocab,[sound:hypertts-d06c264e5c48a9e6ca1e14dbbd87e8506f4960c9c3523534491e410a.mp3],,,,,,,,,,,,
นวดองคชาติ,penis massage,TRUE,Thai::vocab,1672911236130,Basic (+Audio),Thai::my-vocab,[sound:hypertts-2bf55ba6e724954abc43b7457c330767eec20febb5ea8e774f681f3d.mp3],,,,,,,,,,,,
องคชาต,genitals,TRUE,Thai::vocab,1672911288729,Basic (+Audio),Thai::my-vocab,[sound:hypertts-0051247b80787900e297e70e741460e67c82af15c16d92ff8b9a7e0d.mp3],,,,,,,,,,,,
ตูด,ass,TRUE,Thai::vocab,1672911510945,Basic (+Audio),Thai::my-vocab,[sound:hypertts-a8f9776e37fbc9de7ae5f111dc575782f0d2b2646a8d1dca31d7ecde.mp3],,,,,,,,,,,,
ความคิด,thought; idea; notion ,TRUE,Thai::vocab,1673074403487,Basic (+Audio),Thai::my-vocab,[sound:hypertts-b5acbc597dcb6fe7c7e653ca2662887efa9407002229fa5e9cd463aa.mp3],,,,,,,,,,,,
จังหวัด,province,TRUE,Thai::vocab,1673079708820,Basic (+Audio),Thai::my-vocab,[sound:hypertts-77d465ca2f776155bd02b5df6f8b81a8123843600eecb0e0b3ef761e.mp3],,,,,,,,,,,,
แบบ,type,TRUE,Thai::vocab,1673245080800,Basic (+Audio),Thai::my-vocab,[sound:hypertts-258b9e37bcfa2a622b5309167e36d03c1944e5a7f5213b7e18299757.mp3],,,,,,,,,,,,
ก็ได้,okay / all right / fine ,TRUE,Thai::vocab,1673245721082,Basic (+Audio),Thai::my-vocab,[sound:hypertts-cfdfa5c499fa1ddab0ec02038b7d836395b4af4a4214dc32f71f1d85.mp3],,,,,,,,,,,,
ครู่,moment ,TRUE,Thai::vocab,1673246205481,Basic (+Audio),leech Thai::my-vocab,[sound:hypertts-fc226bfbdf8dc6b2ba9cf24fabedd5546ba554de64bb6eaab4cf0e43.mp3],,,,,,,,,,,,
เก็บ,collect / store / keep ,TRUE,Thai::vocab,1673329323052,Basic (+Audio),Thai::my-vocab,[sound:hypertts-10655942de773f186615d03c317c247502c2b18b267705bc99699870.mp3],,,,,,,,,,,,
แนะนำ,recommend ,TRUE,Thai::vocab,1673329589046,Basic (+Audio),Thai::my-vocab,[sound:hypertts-463872e92937e6e271dbf45642c9d85501a285ea1a3a11b731fe2028.mp3],,,,,,,,,,,,
บ้าง,some,TRUE,Thai::vocab,1673329797252,Basic (+Audio),Thai::my-vocab,[sound:hypertts-d7fc0e9d5f1a1765943ca646c4d9418f7b12b1cab785953414ade656.mp3],,,,,,,,,,,,
พอใจ,satisfied ,TRUE,Thai::vocab,1673602425090,Basic (+Audio),Thai::my-vocab,[sound:hypertts-88bb03e7b83ef36e68bcc312c2cbdfc8eb6375a327a7b5e5ff6b14b4.mp3],,,,,,,,,,,,
"""กำขี้ดีกว่ากำตด""",Receiving anything is better than nothing at all (Better to grab faeces than flatulence.),FALSE,Thai::~phrases,1673623187059,Basic reversed (+Audio),leech Thai::my-phrase,[sound:hypertts-651dd08f3e27ea33715601d591487da36db662f766e7905c207a43af.mp3],,,,,,,,,,,,
ตามสั่ง,made to order (a la carte),TRUE,Thai::vocab,1673679063963,Basic (+Audio),Thai::my-vocab,[sound:hypertts-c53f3e4dd5eab25743ad69ab028a9b8d469ac121026adfcbf49026b7.mp3],,,,,,,,,,,,
"""ถ้าคุณไป ผมก็ไปด้วย""""ถ้าคุณไป ฉันก็จะไปด้วย""""ถ้าคุณไป ฉันจะไปด้วย""""ถ้าคุณไป ฉันไปด้วย""","“If you go, I’ll go too.”",FALSE,Thai::~phrases,1673684321113,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep016,[sound:16a.mp3],,,,,,,,,,,,
"""ถ้าเกิดว่าเขาไม่อยู่บ้าน จะทำยังไง""","<div><div>“If he happens not to be at home, what will you do?”</div></div>",FALSE,Thai::~phrases,1673684754501,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep016,[sound:1.mp3],,,,,,,,,,,,
"""ถ้าเกิดเขากินเผ็ดไม่ได้ จะทำยังไง""","<div>“If he can’t eat spicy food, what will you do?”<br></div>",FALSE,Thai::~phrases,1673685066414,Basic (+Audio),~You-too-can-learn-Thai ~You-too-can-learn-Thai::ep016,[sound:ped1.mp3],,,,,,,,,,,,
