Front,Back,Audio,rank,noteId,tags
วน,circulate; revolve,[sound:google-5762ad07-4d155526-7f29c1d6-5cb43180-537106bd.mp3],2154,1399818770125,
พนม,hill; salute,[sound:google-16538bee-53b585e1-69ba812b-addd1ea2-3c1ff28f.mp3],2155,1399818770126,
กล่าวหา,charge; accuse,[sound:google-7690885d-f5e60703-3ca6c7ca-69bbcb72-60aace89.mp3],2156,1399818770127,
มื้อ,meal,[sound:google-66a7a7aa-cdc6d916-f92b1387-b451f513-d7e1dd64.mp3],2157,1399818770128,
จำคุก,imprison; jail,[sound:google-090d6c45-f10b68fe-9952e63d-ba056aac-5e675d20.mp3],2158,1399818770129,
ยุติ,terminate; end; cease,[sound:google-6bca9e86-9552901a-b3aa1c84-b1614854-eb27e76c.mp3],2159,1399818770130,
ปฏิบัติงาน,to work,[sound:google-3d8f533c-eb936832-7ec47107-ee6759c8-c7133f39.mp3],2160,1399818770131,
กติกา,rule; regulation; order,[sound:google-5359e0bd-f50504f7-e4686336-d449003a-40e4eb7f.mp3],2161,1399818770132,
คณะรัฐมนตรี,cabinet,[sound:google-c034b071-1da8c5f7-968a9d39-b38145b7-7f04f0b2.mp3],2162,1399818770133,
กวี,poet,[sound:google-d8fc2357-4058c8ec-a1a6ad7a-f3dfb2c2-6778b3d7.mp3],2163,1399818770134,
สดใส,bright; clear; cheerful; happy,[sound:google-007c30de-585c558d-cf5e9e8a-f5ff1475-3c31f420.mp3],2164,1399818770135,
กรอง,filter; strain; braid,[sound:google-37cd1799-090432fc-0ec75934-c9b34056-dea20008.mp3],2165,1399818770136,
ฉลอง,celebrate; congratulate,[sound:google-a08935fe-aeb28880-376861be-ec0f9041-92abe268.mp3],2166,1399818770137,
ที่พึ่ง,supporter; protection,[sound:google-30775569-8cf6b301-64262b3b-3b2b4cde-f23376ad.mp3],2167,1399818770138,
เป็นอย่างยิ่ง,very much; a lot,[sound:google-7bfe375c-6800cda9-3b315da4-79b79ffa-b82d7caa.mp3],2168,1399818770139,
ทักษะ,skill; talent; ability,[sound:google-01ad7c7b-4fa4ea76-cb8f8663-ff9001f4-b90974f3.mp3],2169,1399818770140,
บำบัด,cure; heal; remedy,[sound:google-05cc309a-ce85115b-27e6a628-bd6627c0-c22beec1.mp3],2170,1399818770141,
อิ่ม,full (not hungry),[sound:google-505db036-202918c6-2f2cad6b-1311a6af-e1281bf5.mp3],2171,1399818770142,
แป้ง,flour; powder,[sound:google-5ae1d059-fdea67f9-612932e0-4afb2318-ea3f8e31.mp3],2172,1399818770143,
แลก,exchange; change,[sound:google-15d2954c-e5a80636-58da5337-fc60ce7b-5ce0089a.mp3],2173,1399818770144,
ส่อง,look through; shine,[sound:google-8fad441c-8321493e-dc034e53-d083be2c-8a5d4981.mp3],2174,1399818770145,
เผชิญหน้า,face; meet,[sound:google-7c633d5a-f9d5b613-0f425450-e8d9eaa5-b739d9bc.mp3],2175,1399818770146,
จักรวาล,universe; cosmos,[sound:google-d7ab726d-ba4b7d96-e14d32d9-e8f9a024-d693874c.mp3],2176,1399818770147,
งู,snake,[sound:google-04abbb6e-34cb26ee-948169d7-6c4d50d7-b74556e0.mp3],2177,1399818770148,
อ้วน,fat,[sound:google-e17e0c77-5bd26135-5f058e65-51fdfca4-8281ce09.mp3],2178,1399818770149,
ดิ่ง,"fall down, plummet",[sound:google-e08f9912-acc1939f-a4314202-a909a77e-ff6b09ed.mp3],2179,1399818770150,
ชัยชนะ,victory; triumph; win,[sound:google-1f198654-ed3ce670-f9103278-9d5bfac9-645163cd.mp3],2180,1399818770151,
ทายาท,heir; heiress,[sound:google-eb11ffc3-ce5a3afc-e47f6aa8-71c67e7e-ee9a30c8.mp3],2181,1399818770152,
สมดุล,balance; equilibrium,[sound:google-7d0592b3-1670318d-c75c926a-393e7f0a-461781bc.mp3],2182,1399818770153,
จำต้อง,must; need; have to,[sound:google-04ceb377-e380c7f3-8ed983c9-70c8edb9-cfe71361.mp3],2183,1399818770154,
ขาน,call out,[sound:google-4cbd9d45-5218fff6-7b761028-b2ad34ba-53376cdb.mp3],2184,1399818770155,
แดด,sunshine; sunlight,[sound:google-cac0ae6d-ec0f97e1-f6014ca6-b30a3b0e-c2d304be.mp3],2185,1399818770156,
มีนาคม,march,[sound:google-0a865c18-cc08dc5e-369f56e6-98f1dc51-0ff28762.mp3],2186,1399818770157,
ราบ,flat; level,[sound:google-9fa310c2-af6fdc71-32f96a2b-d6fe5c8e-308cd976.mp3],2187,1399818770158,
ดึงดูด,attract; appeal,[sound:google-e55e6e5f-b03540ca-ef955aba-d0643b9f-a2befc4c.mp3],2188,1399818770159,
ทุกสิ่งทุกอย่าง,everything,[sound:google-9ca8a9bf-acb949ce-b248e578-54a130fc-d3d7c63f.mp3],2189,1399818770160,
ทวี,multiply; increase; add,[sound:google-5db23391-561cbc09-c710e43d-197e6a75-a1c6f01e.mp3],2190,1399818770161,
ชี้แจง,"explain, clarify",[sound:google-387818a7-a84837c5-654834a9-80aecb91-0d444a22.mp3],2191,1399818770162,
พระพุทธเจ้า,buddha,[sound:google-8c245ad8-9f0aaddc-e52acf7e-a222412a-e5e9d97d.mp3],2192,1399818770163,
จัดหา,supply; provide; procure,[sound:google-ead3b2c5-08633954-2504270e-b4e55048-b1d817cc.mp3],2193,1399818770164,
รวย,rich,[sound:google-a70ac24f-b3886555-244801b5-e8b527cd-00436b09.mp3],2194,1399818770165,
สมรส,marry,[sound:google-f423ec62-e8164b7d-529977a2-66393ff1-57532099.mp3],2195,1399818770166,
ร้องเพลง,sing,[sound:google-58ebd337-69ddb837-5218107d-30efaa72-73efb923.mp3],2196,1399818770167,
คุก,prison; jail; goal,[sound:google-a199c584-53a44632-2e215b76-bb8fcd0f-54153bb1.mp3],2197,1399818770168,
สื่อมวลชน,mass media,[sound:google-669be285-8e15e3db-3e2914f9-d5dd7bfa-ab1fe1ac.mp3],2198,1399818770169,
ขัดแย้ง,oppose; resist,[sound:google-33acafe8-b92e83a0-5f47232c-42b60624-ca097dc7.mp3],2199,1399818770170,
เห็นชอบ,agree to; consent to,[sound:google-de6ee00f-8316e40d-733cb28a-3cab3557-a355bc06.mp3],2200,1399818770171,
ขยับ,move,[sound:google-3e473c56-8973603f-1a1a3a0a-780bb681-a3d9436c.mp3],2201,1399818770172,
เก้า,nine,[sound:google-cce75b96-00d70b5b-78f423a7-d22d41c1-6e63d568.mp3],2202,1399818770173,
สหกรณ์,cooperative,[sound:google-fd77cb4f-9977cc0e-d02c8345-a8b9b8ce-5c15626b.mp3],2203,1399818770174,
ป่าไม้,foest; woods,[sound:google-4e417a3c-a453d33f-7c2c5dfb-133f94bf-3950974f.mp3],2204,1399818770175,
ออ,crown; collect; gather around,[sound:google-18f8b4e1-7c3695a4-e1c0da08-c46fb6fa-5a721cd2.mp3],2205,1399818770176,
แต่งกาย,dress,[sound:google-2d16ea75-cc183b47-e5093f54-dc3eb9ea-9673f7d9.mp3],2206,1399818770177,
ร้านค้า,store; shop,[sound:google-133ec3d3-ef2b8d83-9f7ae13b-9494465a-560617c8.mp3],2207,1399818770178,
นักธุรกิจ,businessman,[sound:google-379a3d24-926bb466-8f4a5334-e78c93bf-eaa0ae17.mp3],2208,1399818770179,
ซื้อขาย,trade,[sound:google-6dcc0a62-92110815-88766255-547f005e-525f3825.mp3],2209,1399818770180,
คอม,computer,[sound:google-99cb8474-ccad28b5-fb19b8af-827e0d89-9a4e2d52.mp3],2210,1399818770181,
แขวน,suspend; hang,[sound:google-ac4180b8-71d27274-dcf2a52b-57684439-e930fcd0.mp3],2211,1399818770182,
อนุมัติ,approve; agree; allow,[sound:google-168077d6-6028b744-6823d2e9-e03d13eb-6806ab25.mp3],2212,1399818770183,
บรรพบุรุษ,ancestor,[sound:google-b1487680-afccd197-ec3f564a-c99dc5f4-be6980da.mp3],2213,1399818770184,
พระพุทธศาสนา,Buddhism,[sound:google-ff7e0161-c5aeead3-bbdda09e-9ef37584-2eea7fb3.mp3],2214,1399818770185,
ชีพ,living; existence,[sound:google-802e72d2-f07226fa-f13e9734-ba63752c-92083d71.mp3],2215,1399818770186,
บทความ,"article, essay, text",[sound:google-554ea3d7-35b3fd1d-1fb15993-912f24ed-90ef3843.mp3],2216,1399818770187,
พึ่งพา,rely on; depend on,[sound:google-c6ab1d77-795affc8-2e13df11-f951f226-d5868e71.mp3],2217,1399818770188,
กุศล,merit; good; fortune,[sound:google-f94aea50-b554c6de-c3bfa038-5b74e81d-6c28637a.mp3],2218,1399818770189,
สันติ,peacefulness; calmness,[sound:google-78b2f8db-1b1dc780-1621d83f-e67cf680-127e5f3f.mp3],2219,1399818770190,
จ.,Province; Monday (abbreviation),[sound:google-089cf5db-2d88e341-7dccad64-4789c5db-4f85af23.mp3],2220,1399818770191,
โบสถ์,church,[sound:google-21c0d0b3-723d4299-4874cf9a-eec23a76-bc1649e8.mp3],2221,1399818770192,
หุ้น,stock,[sound:google-0291aadc-2dc954fc-69076dc2-b65eb190-2285712a.mp3],2222,1399818770193,
ย่อ,drop; shorten,[sound:google-cb6091d8-e8950df7-af9b9a75-ffeefac8-1778a3f1.mp3],2223,1399818770194,
ปลุก,rouse; awaken,[sound:google-554175ea-dc43ae89-fa3ab166-25577536-a9742806.mp3],2224,1399818770195,
อนุบาล,take care of; rear,[sound:google-98c59e4b-47a30330-7f42a24c-4baceff8-0b28f6c5.mp3],2225,1399818770196,
อวัยวะ,"organ, limb",[sound:google-4a28f75a-6e296156-c8e880a0-345fd253-f998c93e.mp3],2226,1399818770197,
สั่น,shake,[sound:google-e63afcdc-9f68241a-3a2e2754-4172d630-63197344.mp3],2227,1399818770198,
ลาก,drag,[sound:google-753d5702-02a90fd6-b1036641-a9e40549-27d9d3b3.mp3],2228,1399818770199,
เมื่อไหร่,when,[sound:google-9414b5ce-1726e7aa-1e8d8b36-591fb999-c7582b97.mp3],2229,1399818770200,
ตอบสนอง,respond; react; reply,[sound:google-6533499b-d7360978-d540c309-5012e64e-2e8e2f41.mp3],2230,1399818770201,
สะดุด,stumble; discontinue,[sound:google-d0c59133-606d28b2-ddfb9a80-be091701-abcabd4b.mp3],2231,1399818770202,
ประชาสัมพันธ์,publicize; advertise,[sound:google-a19c320b-c13d8616-e1e32d65-eb3299cd-01650b5b.mp3],2232,1399818770203,
ซับซ้อน,complex,[sound:google-cf3af50e-d003fc64-4f9c7ca3-fa79d477-453674da.mp3],2233,1399818770204,
ตุ๊กตา,doll,[sound:google-11691d47-2d4a0c7c-cd4d27cc-836eabab-0feeecce.mp3],2234,1399818770205,
อาบน้ำ,"bath, shower",[sound:google-34851eb9-797b4bc7-443adc73-22b83e70-f224055b.mp3],2235,1399818770206,
รายจ่าย,"expenditure, expenses",[sound:google-6276eb22-4fac0186-47fdc222-2d363849-401203c2.mp3],2236,1399818770207,
เมื่อใด,when; whenever,[sound:google-8dcca561-3dacb8c7-4d89ddbe-5fd6fd92-24857202.mp3],2237,1399818770208,
ด่า,abuse; swear; curse,[sound:google-b382f548-0b1db325-dc4bdcdf-5e32a196-5fce7f43.mp3],2238,1399818770209,
วิถีชีวิต,way of life,[sound:google-f3f1f0a9-15bb9cb1-fe1569ce-755cf1e9-35d06860.mp3],2239,1399818770210,
ปีก,wing; side,[sound:google-3592421c-6572dc6e-218c904c-6284670b-a53da38a.mp3],2240,1399818770211,
พื้นเมือง,native; local,[sound:google-1ee88ce8-7174b450-a30b0d1c-a0a76329-a94fbfc2.mp3],2241,1399818770212,
บทเรียน,lesson,[sound:google-4f241ec2-c5add87e-364b94d4-d5b85ffe-643496b7.mp3],2242,1399818770213,
คบ,date; go out with;,[sound:google-9833fc23-1ec4e863-1636e160-079dff65-0a3c6014.mp3],2243,1399818770214,
จราจร,traffic,[sound:google-5af5fc02-4b0a23c8-73e20c7b-523b0da8-d178be9b.mp3],2244,1399818770215,
ด่วน,express; urgent,[sound:google-a9d245cb-6ee270e6-ce7bb304-0445cfa6-415d6ba9.mp3],2245,1399818770216,
ฟู,rise; swell,[sound:google-9919dcf9-1a764a69-96ad0139-8dc6c395-9aea61aa.mp3],2246,1399818770217,
บัณฑิต,graduate,[sound:google-1ed5bc3d-7bf07e00-24b69c6b-04276d4f-50bb8269.mp3],2247,1399818770218,
พูดจา,confer; speak,[sound:google-e2fc6c00-b478b147-d2665a31-66243c66-f46fdf2e.mp3],2248,1399818770219,
นายจ้าง,boss; employer,[sound:google-46900ffb-3f6a5dfc-c97f185f-67b781fb-ef7ce85e.mp3],2249,1399818770220,
ข้อสังเกต,observation; notice; remark,[sound:google-20ae66bc-9dc2aa64-4624ffc1-d357a9cc-a474de4e.mp3],2250,1399818770221,
แกะ,sheep; engrave; hunt down,[sound:google-9f3d413e-82ec29e9-cd1e2526-83ca6d72-a9815655.mp3],2251,1399818770222,
บุ,line; put in a lining,[sound:google-07d85644-24e49c88-eb672e25-78eeb523-0507c946.mp3],2252,1399818770223,
ออกเสียง,vote; pronounce,[sound:google-2d92b0c8-4d6a5784-aae2b27c-cb854b62-cdf3bdec.mp3],2253,1399818770224,
บาร์,bar,[sound:google-31099b2e-fd158c22-5f36cf5d-85525808-7cb0f4ad.mp3],2254,1399818770225,
เพลิดเพลิน,enjoy,[sound:google-07384ddc-bec0d973-3e847a92-7f1e0c1a-9ae8978c.mp3],2255,1399818770226,
คนตาย,the dead,[sound:google-12f634e0-b482d9e4-63894162-e0f84c5d-d2b8a752.mp3],2256,1399818770227,
ผัว,husband,[sound:google-9466c97b-9120c933-43c00fce-d32170fd-88371c3a.mp3],2257,1399818770228,
ซี่,classifier (teeth); particle; bar rib,[sound:google-1901e52c-1b4f2ce5-43838a98-16790510-f97af6f9.mp3],2258,1399818770229,
กระดูก,bone,[sound:google-ccb33e58-14bec95d-ea3743ca-1d61bf37-22d96688.mp3],2259,1399818770230,
หลุม,pit; hole,[sound:google-23fb479b-601388f1-59c19551-581d9b15-ab0e0d14.mp3],2260,1399818770231,
ชายแดน,border; frontier,[sound:google-c3b5ee64-486ad582-04d075e6-96ca28fe-765c1e40.mp3],2261,1399818770232,
เปรียบ,compare,[sound:google-7fd6c9f4-35e5b953-84f1b3af-1b723c8a-e3045345.mp3],2262,1399818770233,
เห,"turn; swerve, veer",[sound:google-fc26540f-4500b39f-f49a1a06-bf479609-ad188d75.mp3],2263,1399818770234,
คอมมิวนิสต์,communist,[sound:google-affc1855-f2260047-d3f84397-cd2b834f-516e14d1.mp3],2264,1399818770235,
เข้มข้น,full-flavoured; rich; strong,[sound:google-d5ac5bb3-01e1d934-a2beda44-a9b37abb-ce8342d4.mp3],2265,1399818770236,
ทวีป,continent,[sound:google-bc511116-dcfa2a37-cf68c26e-16809ecd-a3e44663.mp3],2266,1399818770237,
ชั้นใน,inner part; underwear,[sound:google-b25c7fea-a8407594-328a43ce-b46e8a94-f439f2c2.mp3],2267,1399818770238,
พรรคการเมือง,political party,[sound:google-cd85a928-204a45d2-bc154ca0-a01945fa-6fefee05.mp3],2268,1399818770239,
เลียนแบบ,imitate,[sound:google-2f33e8c2-1aa1217f-1778eff6-f5c1cad2-9c45314e.mp3],2269,1399818770240,
สง่า,majestic; dignified,[sound:google-fcf16132-d9c94289-fd959828-78e12bfc-eb86650d.mp3],2270,1399818770241,
ประเทศชาติ,nation; country,[sound:google-ec664da2-87a493b8-c32111b9-aaee1f23-39cc599c.mp3],2271,1399818770242,
ดีแล้ว,good,[sound:google-98661e70-d146271b-63c4d3b3-e960a127-4c636642.mp3],2272,1399818770243,
ผู้ช่วย,assistant,[sound:google-9e522a39-085bc7c0-34a43630-cf2a87ac-67575096.mp3],2273,1399818770244,
เมืองหลวง,capital,[sound:google-385cd1c6-43e9bfed-708a10ae-73084b2a-e102e0cd.mp3],2274,1399818770245,
วุฒิ,qualification,[sound:google-f441baef-b2812123-01c528e0-07e71cfe-38fde6f8.mp3],2275,1399818770246,
เซ็น,sign,[sound:google-f0211983-ce4a2839-ce3a0a57-0803c8b9-1d972260.mp3],2276,1399818770247,
เศรษฐศาสตร์,economics,[sound:google-eccfe6df-c0fbfca0-08bbcf36-887e6253-972c9025.mp3],2277,1399818770248,
วาระ,time; occasion; period,[sound:google-14a1b8e6-bb89611f-31e8c036-bf607beb-6cb20898.mp3],2278,1399818770249,
โจมตี,attack; strike; assault,[sound:google-a74cb883-25aa1687-6e126dca-78fbb48a-6f30b27d.mp3],2279,1399818770250,
มังกร,dragon,[sound:google-51aa78a2-68ec070c-cbb8e7e8-5a562a0f-d2530919.mp3],2280,1399818770251,
กรกฎาคม,july,[sound:google-8a4c1b25-6170bfc4-94e4153a-8a6e5f21-48f7bb6f.mp3],2281,1399818770252,
ลักษณ์,"characteristic, style",[sound:google-1fae9c64-f990a7d3-79aaae65-e34c4e73-e28200c2.mp3],2282,1399818770253,
หอ,building; tower; hall,[sound:google-36b1d1c1-f9676f46-07c9672e-9bc14b3b-0d0d44e7.mp3],2283,1399818770254,
คลาย,releive; alleviate,[sound:google-af8182bb-3bbf33b5-29fd76e5-6f0c6cc4-367f47bc.mp3],2284,1399818770255,
ถ่ายรูป,photograph; take a picture,[sound:google-ca3063bb-06dfb17b-f13a72d0-73ebe972-0000491c.mp3],2285,1399818770256,
เป้า,target; crotch,[sound:google-27b15d0a-1e7e3205-e50426d3-7e437f61-71be18e2.mp3],2286,1399818770257,
ปกปิด,conceale; hide,[sound:google-48679be3-bbd5e435-59b7ea17-190178b3-63d59f52.mp3],2287,1399818770258,
ศาลา,pavilion; hall,[sound:google-b6a151af-044d6c62-6db67c98-79f48035-ef59b5df.mp3],2288,1399818770259,
พบปะ,meet; encounter; see,[sound:google-934ff767-138e5290-62e4a82e-274ca914-5ef8f0c1.mp3],2289,1399818770260,
ก๊าซ,gas,[sound:google-19340084-aa96f929-48d33a3a-3eaa5800-b3633bb9.mp3],2290,1399818770261,
ควัน,smoke,[sound:google-b57490d2-e0a25d03-d82fd3cf-cd5d987d-1f9dbdf1.mp3],2291,1399818770262,
ด้านหน้า,the front; shameless,[sound:google-33e57c63-5b9b1c4b-b71e5334-819607e9-870974e0.mp3],2292,1399818770263,
สมุด,book; notebook,[sound:google-87f1f50b-03b6597a-15676b40-c6da791c-5040c262.mp3],2293,1399818770264,
รสชาติ,flavor,[sound:google-442c3822-0d03d422-a1f3543b-e65ae605-24f73602.mp3],2294,1399818770265,
มี่,noisty; blatant,[sound:google-d24d3dbc-013ac0cf-8299764c-7d5698b6-98fec7cb.mp3],2295,1399818770266,
ผสมผสาน,combine; blend,[sound:google-984f665e-ae3c7651-9c772ffa-b4fb0538-24c3e7e4.mp3],2296,1399818770267,
รัด,bind; fasten,[sound:google-9d1c300d-1a668b64-46d248bf-1398be0b-f4d63baa.mp3],2297,1399818770268,
ขอบเขต,border; limit,[sound:google-5a2135bb-b55b8cdb-5beeb389-befff062-cb959fe1.mp3],2298,1399818770269,
ดิ้นรน,struggle; fight,[sound:google-f933159a-c14d3159-76eff8d1-29bb2417-8fe66ee5.mp3],2299,1399818770270,
ฮา,laugh; chuckle,[sound:google-e8c85aeb-f5039128-ca8559e1-beee35cc-8eccf19b.mp3],2300,1399818770271,
ผ่าตัด,operate; have surgery,[sound:google-75a783f9-5012a940-a7b79907-417ab66c-ed04f7b2.mp3],2301,1399818770272,
ยินยอม,agree; consent,[sound:google-529edae0-0dea92bc-f8e3fe88-f3769928-0cccf69c.mp3],2302,1399818770273,
แกน,axis; unwillingly,[sound:google-49cf68bf-e70ee142-f50c3b81-5c68b93a-df16d658.mp3],2303,1399818770274,
มวล,mass; group,[sound:google-f8ec4bc0-38857a7a-bb00f2ca-eb2603c6-4c994541.mp3],2304,1399818770275,
สิงหาคม,August,[sound:google-e2ade205-7e33a345-3e151437-d547d177-56b3d682.mp3],2305,1399818770276,
ศักดิ์ศรี,honor; glory,[sound:google-bb08fbd4-97c3b082-4ce8056e-669efb22-91f5a840.mp3],2306,1399818770277,
อุณหภูมิ,temperature,[sound:google-e383e0a6-ea486cac-dbeb5d06-f7e960a5-63363ad6.mp3],2307,1399818770278,
แบน,flat; level,[sound:google-715a2df9-6cb32c01-5e099c68-5139b954-382d60f8.mp3],2308,1399818770279,
น้ำท่วม,flood,[sound:google-9f3cc940-29fbe640-80bc3bd5-ae2a2558-2c020a1c.mp3],2309,1399818770280,
ตัวเรา,ourselves; oneself,[sound:google-66f8956b-a42127f9-106fe7fb-d3bf9331-32fe3371.mp3],2310,1399818770281,
สั่งสอน,teach; instruct,[sound:google-17837cac-2a992878-d6388bd1-45fe08f9-8504b8ad.mp3],2311,1399818770282,
รั่ว,leak; leak out,[sound:google-82ca0368-510975c4-69e6dbe7-d3cae6a7-a4bda3f5.mp3],2312,1399818770283,
สังกัด,belong to; be in the service of,[sound:google-5d2002fb-6df58218-449a1d0d-7bf3f817-67fecf6e.mp3],2313,1399818770284,
จดทะเบียน,register; enroll,[sound:google-0e2962cc-14861ae7-3e84d0b1-b2b4fabe-8d6cb9ab.mp3],2314,1399818770285,
ดุ,fierce; unfriendly,[sound:google-6bfcf67e-3a51187f-387eb48f-6323db09-720cd2ba.mp3],2315,1399818770286,
พี่ชาย,older brother,[sound:google-b445ef16-b9d3a038-0f60d477-13ac94b6-9ec07d09.mp3],2316,1399818770287,
ซับ,absorb,[sound:google-45e14403-97bc8b57-f84adb02-961a6051-263a0ec8.mp3],2317,1399818770288,
เกลียด,hate,[sound:google-5d244452-4d5ec4be-47b3768a-5f3e0349-fb85ce85.mp3],2318,1399818770289,
รัศมี,radius; ray of light,[sound:google-1a3650f2-69d1c98d-0c22d0b8-f2bcce54-0f5d2b7e.mp3],2319,1399818770290,
ผู้อำนวยการ,director; chief; head,[sound:google-2c505993-8ec6ee71-9025c0cc-f987ea88-2a5abbae.mp3],2320,1399818770291,
ไส้,inside part; intestine,[sound:google-d4444cd8-0f8d3f32-3f51c93c-d917e716-d29709b9.mp3],2321,1399818770292,
ให้ออก,sort out; seperate,[sound:google-1cbaaa9b-72cc33ee-da6d62c0-b824a9b5-8feeaa2c.mp3],2322,1399818770293,
พรรณ,kind; category; complexion,[sound:google-0683c5a1-1a3d3760-6f1da01a-09b3adcb-4ca041b0.mp3],2323,1399818770294,
จอง,book; reserve,[sound:google-ca81bbee-c2f585ed-8e018fa9-4cde686e-d95c2d19.mp3],2324,1399818770295,
กฏ,rule,[sound:google-93c70191-bebd727c-f509ad65-d4e4a30f-a0788212.mp3],2325,1399818770296,
บุรุษ,man; person,[sound:google-1ec273ff-f12e4feb-c9ee4406-6f17958f-5b31a205.mp3],2326,1399818770297,
สำรอง,reserve,[sound:google-bddc6448-1a490ac8-8f136677-78852717-6c152581.mp3],2327,1399818770298,
ขาดแคลน,lack of; short of; be deficient,[sound:google-ed2991ed-13e113b4-d3553d36-c0d592bb-2cbfbd1d.mp3],2328,1399818770299,
ตามใจ,og along; do as one feels like,[sound:google-e6e40142-2a787d66-5b3f618d-81a865be-73900343.mp3],2329,1399818770300,
หาง,tail,[sound:google-c836f382-b54db092-67cd9430-9443095b-641dae8b.mp3],2330,1399818770301,
ใคร่,desire; want; wish for,[sound:google-d619457c-e018a440-d12c07c4-be1fe9f1-adfc474b.mp3],2331,1399818770302,
รังเกียจ,disgusted,[sound:google-1b20fbdf-619740c9-d221d9a2-61139af0-af4d0c4e.mp3],2332,1399818770303,
คอร์ด,chord,[sound:google-81704a56-f39934a2-a6acba68-a1e4cefd-5d210e74.mp3],2333,1399818770304,
ขบวนการ,movement; organization; process,[sound:google-f09f9ade-0d99265f-232f5f78-5335be64-68fb061d.mp3],2334,1399818770305,
อาญา,penalty,[sound:google-15ed03b0-97151885-b6377cfd-c22f947c-c4c98c89.mp3],2335,1399818770306,
บริจาค,donate,[sound:google-8caf23d2-791b80cd-dcbe1f27-6e18cbf2-3a77da3a.mp3],2336,1399818770307,
แบก,bear; shoulder,[sound:google-bce1ceea-589b549f-c7a8cd30-352556f1-f7fb9a56.mp3],2337,1399818770308,
ปรุง,cook; mix,[sound:google-fe018905-9ad9d6b7-10ac693f-777178c7-d8bc3a22.mp3],2338,1399818770309,
เชื่อถือ,trust; have faith in,[sound:google-7968df99-53c8b0a7-d211c1cf-1ead1f7d-1e75b2b7.mp3],2339,1399818770310,
เลี่ยง,avoid; evade,[sound:google-90e742e1-61f42284-3ee1f509-c9d6df07-2643f9df.mp3],2340,1399818770311,
เปลือก,shell; case; husk,[sound:google-54936fd4-0f9e1f39-2b553bfe-832933b2-a0ff7b95.mp3],2341,1399818770312,
ตรัส,speak; say; talk,[sound:google-90b634f6-1d0d9fca-7a34281c-a79d0ba2-9ef5d938.mp3],2342,1399818770313,
ผัน,alter; modulate; change,[sound:google-bbac14f6-5a477a07-fd3f0e90-bcef6a6c-1bbe9898.mp3],2343,1399818770314,
สิงห์,lion,[sound:google-39362a1f-f02bf501-57ea467f-dbcc44bc-8661510e.mp3],2344,1399818770315,
จำลอง,imitate; reproduce,[sound:google-96f38bce-d8b00a96-5f1580df-0ddee49c-418f24e5.mp3],2345,1399818770316,
กุมภาพันธ์,february,[sound:google-b5672a50-42f0a87e-3d50eab8-151868be-037dbfd0.mp3],2346,1399818770317,
ทั้งปวง,entire; whole; all,[sound:google-08781b9b-f974b4a5-88d93ad3-ecae2511-4b817571.mp3],2347,1399818770318,
พรหม,Brahma,[sound:google-68424756-64821a03-01bf79d1-4b5e0df7-5b9766fe.mp3],2348,1399818770319,
มหาดไทย,Ministery of the Interior,[sound:google-fa91aa77-9b1ec841-0498597c-6a8ea53d-f68079d6.mp3],2349,1399818770320,
ประหลาด,strange; unusual,[sound:google-feed4e2c-42699abf-21ac67ea-aa467d96-bd202908.mp3],2350,1399818770321,
ลาด,tilt; pave; cover,[sound:google-44d57b19-75c3e779-0cfa5d4f-e0677b6d-5c97d8f6.mp3],2351,1399818770322,
บารมี,prestige; influence,[sound:google-bb2d0c4e-1dd20f53-571c18b9-bd2bc6eb-1e6871ea.mp3],2352,1399818770323,
น่ากลัว,scary; frightening,[sound:google-e8bfd2bd-d5222f33-54f0d09c-460d77fb-29df7909.mp3],2353,1399818770324,
แมว,cat,[sound:google-509b999c-ad305d8f-27c18810-555dfed0-0ce8ff39.mp3],2354,1399818770325,
ปราบปราม,suppress; repress,[sound:google-1247c729-6c3e45fa-8a7ba3fa-67b2eea2-5f0a9f44.mp3],2355,1399818770326,
คุณธรรม,virtue; merit; good,[sound:google-0abad944-40c4ccba-2ebedd28-bc0d7133-ffc9ba60.mp3],2356,1399818770327,
ซึม,leak; seep; soak into,[sound:google-5bb230f1-624ae5c6-d26f9e5b-6e8b9a3e-22a4caa2.mp3],2357,1399818770328,
ถึงแม้ว่า,even though; despite,[sound:google-313dfdb8-7d9c087a-6b8f05bd-571e3477-71aa48d0.mp3],2358,1399818770329,
หน้าต่าง,window,[sound:google-34e86201-63f7725b-44ba1f33-eb3d2281-7886a149.mp3],2359,1399818770330,
ลีลา,style,[sound:google-2a77cf36-590a9f4b-91cece40-7df08e67-32bf1e7f.mp3],2360,1399818770331,
กระชับ,fit closely; tighten,[sound:google-d3055add-bb9fdeb2-ccafde08-78f34975-7dfb1712.mp3],2361,1399818770332,
เคลื่อนที่,move; shift; transfer,[sound:google-22c92369-dd8025b8-60b47257-f77f19b6-8b135aab.mp3],2362,1399818770333,
ดัดแปลง,adapt; modify,[sound:google-d052fd79-c9c2f4b5-34381412-d5ac0158-7d185dc1.mp3],2363,1399818770334,
มึง,you (informal),[sound:google-5562153d-fa5129a1-5f9dc4c0-43e567dc-ab7850c9.mp3],2364,1399818770335,
ชาม,bowl,[sound:google-517b5889-7ce7768e-da0282af-3992c8ef-fb47be92.mp3],2365,1399818770336,
ราง,rail; track; vague; amulet,[sound:google-396681df-8e499cb7-475682c9-d5bd50b1-03d9f8a6.mp3],2366,1399818770337,
